SOS_ID,ITEM_ID,NUMBER,SENTENCE,CONDITION,TARGET_WORD
SR1b_77,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre
SR2a_01,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso
SR2a_02,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso
SR2a_03,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Tuttavia, si sono rotte nel loro cartone.",PLAUS_CONN,rotte
SR2a_04,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello
SR2a_05,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato
SR2a_06,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Tuttavia, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò
SR2a_07,7,28,"Il cane correva in una strada trafficata. Fortunatamente, l'auto ha sterzato e lo ha mancato. Tuttavia, il cane si è ferito gravemente.",PLAUS_CONN,ferito
SR2a_08,8,29,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha superato. È tornata a casa e ha festeggiato tutta la sera.,PLAUS_NOCONN,festeggiato
SR2a_09,9,34,La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo molto male e stonando. Il pubblico ha applaudito molto energicamente.,IMPLAUS_NOCONN,applaudito
SR2a_10,10,39,"Caterina ha avuto un esame martedì. Ha ricevuto un voto negativo. Tuttavia, era davvero frustrata per il risultato.",IMPLAUS_CONN,frustrata
SR2a_11,11,44,"I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato in loro favore. Tuttavia, sono stati imprigionati immediatamente.",PLAUS_CONN,imprigionati
SR2a_12,12,45,Silvia e Franco stavano giocando d'azzardo al casinò. Vinsero tutte le partite di blackjack. Erano entrambi felici quella notte.,PLAUS_NOCONN,felici
SR2a_13,13,50,Alice è andata in campeggio durante le vacanze. Ha usato un ottimo repellente per le zanzare. Ha iniziato a sentire prurito dappertutto.,IMPLAUS_NOCONN,prurito
SR2a_14,14,55,"Uno scout è venuto a vedere Paolo giocare a baseball. Ha lanciato molto bene. Tuttavia, è stato firmato dalla squadra.",IMPLAUS_CONN,firmato
SR2a_15,15,60,"L'eremita viveva in una grotta. Si lavava in un fiume di montagna ogni giorno. Tuttavia, i suoi capelli sembravano sporchi e disordinati.",PLAUS_CONN,sporchi
SR2a_16,16,61,Ottavia ha bisogno di una media del 27 per laurearsi. Si è resa conto che la sua media è abbastanza alta. Si diplomerà la prossima settimana con la sua classe.,PLAUS_NOCONN,settimana
SR2a_17,17,66,Giacomo ha avuto un problema con il cibo. Non riusciva a smettere di mangiare. È diventato davvero magro dopo un po'.,IMPLAUS_NOCONN,magro
SR2a_18,18,71,"Il ladro era goffo. Aveva fatto scattare l'allarme. Tuttavia, è stato catturato dalla guardia. ",IMPLAUS_CONN,catturato
SR2a_19,19,76,"La compagnia telefonica aveva avuto successo quell'anno. Aveva guadagnato molti clienti. Tuttavia, i suoi profitti sono diminuiti poco dopo.",PLAUS_CONN,diminuiti
SR2a_20,20,77,Gianni prendeva brutti voti e spesso si metteva nei guai a scuola. Sembrava depresso e non aveva amici. I suoi genitori erano preoccupati per lui.,PLAUS_NOCONN,preoccupati
SR2a_21,21,82,I due paesi erano in guerra da anni. I leader respinsero la proposta di cessate il fuoco. Il conflitto finì poco dopo.,IMPLAUS_NOCONN,finì
SR2a_22,22,87,"Il ristorante aveva ricevuto recensioni terribili. Era sempre vuoto. Tuttavia, a maggio aveva chiuso in via definitiva.",IMPLAUS_CONN,chiuso
SR2a_23,23,92,"La famosa violinista era nervosa durante la performance. Fece molti errori mentre suonava. Tuttavia, tutti avevano esultato per lei.",PLAUS_CONN,esultato
SR2a_24,24,93,La sarta stava appuntando l'abito di Tobia. Era sbrigativa e negligente con gli spilli. Tobia venne punto un paio di volte.,PLAUS_NOCONN,punto
SR2a_25,25,98,Giuditta aveva un giardino nel cortile sul retro. Passava molto tempo a prendersene cura. Era pieno di erbacce e spazzatura.,IMPLAUS_NOCONN,erbacce
SR2a_26,26,103,"La ginnasta era specializzata nella trave di equilibrio. Era inciampata durante la prima presa. Tuttavia, era rimasta delusa da sé stessa.",IMPLAUS_CONN,delusa
SR2a_27,27,108,"L'azienda aveva assunto un nuovo dipendente. Era efficiente e responsabile. Tuttavia, le sue valutazioni sono state negative quel trimestre.",PLAUS_CONN,negative
SR2a_28,28,109,Il bambino stava visitando il museo con i suoi genitori. Allungò una mano per toccare alcune delle opere d'arte. Dopo venne rimproverato dalla guardia del museo.,PLAUS_NOCONN,rimproverato
SR2a_29,29,114,L'idea dell'ingegnere del software era stata implementata nel nuovo prodotto. L'idea non ebbe molto successo. L'ingegnere ottenne una promozione in azienda.,IMPLAUS_NOCONN,promozione
SR2a_30,30,119,"Era il giorno della partita di calcio. Tommaso bevve un sacco di birra quella notte. Tuttavia, i svegliò con i postumi di una sbornia la mattina dopo. ",IMPLAUS_CONN,postumi
SR2a_31,31,124,"Il governatore era stato assassinato. Per la sera del crimine la moglie aveva un alibi molto solido. Tuttavia, la donna venne arrestata immediatamente.",PLAUS_CONN,arrestata
SR2a_32,32,125,Il taxi aveva portato il passeggero all'aeroporto. Il passeggero saltò fuori senza pagare. Il tassista era furioso con lui.,PLAUS_NOCONN,furioso
SR2a_33,33,130,C'era un incontro di boxe nell'arena. Il pugno di un pugile mancò il viso del suo avversario. Dopo l'avversario cadde a terra. ,IMPLAUS_NOCONN,cadde
SR2a_34,34,135,"Luigi è stato a casa da solo per un'intera settimana. Non ha ricevuto nessuna telefonata. Tuttavia, si sentiva davvero solo quella settimana.",IMPLAUS_CONN,solo
SR2a_35,35,140,"Linda pensava di sapere dove fosse la sua carta di credito. Pensava fosse da qualche parte in camera da letto. Tuttavia, aveva deciso di cancellarla immediatamente.",PLAUS_CONN,cancellarla
SR2a_36,36,141,Susanna era in partenza per una vacanza alle Bahamas più tardi quella settimana. Un grande uragano colpì le isole. Il viaggio fu annullato poco dopo.,PLAUS_NOCONN,annullato
SR2a_37,37,146,"Dopo la tempesta, l'elettricità in città era stata riattivata. Le luci del ristorante si erano riaccese. I camerieri portavano le candele ai tavoli.",IMPLAUS_NOCONN,candele
SR2a_38,38,151,"Alessandro voleva disperatamente andare ad Harvard. Aveva ricevuto una lettera di accettazione per posta. Tuttavia, iniziò subito a festeggiare con i suoi amici.",IMPLAUS_CONN,festeggiare
SR2a_39,39,156,"La donna dovette salire venti rampe di scale. Era in perfetta forma e faceva spesso esercizio. Tuttavia, si sentì subito stanca dopo lo sforzo.",PLAUS_CONN,stanca
SR2a_40,40,157,Sara ha avuto un esame di storia oggi. Era completamente impreparata alle domande. Si sentiva nel panico durante l'esame.,PLAUS_NOCONN,panico
SR2a_41,41,162,Tamara guidava da vent'anni. Non aveva mai avuto incidenti. Era molto nervosa per strada.,IMPLAUS_NOCONN,nervosa
SR2a_42,42,167,"Il sindacato era impegnato in trattative contrattuali. Le trattative fallirono e i dipendenti erano furiosi. Tuttavia, il giorno dopo decisero di picchettare per i loro diritti.",IMPLAUS_CONN,picchettare
SR2a_43,43,172,"Il ragazzo aveva preso lo skilift fino in cima. Era troppo spaventato per scendere. Tuttavia, era molto fiero di sé stesso. ",PLAUS_CONN,orgoglioso
SR2a_44,44,173,Maurizio ha lavorato in un ospedale. Si è rifiutato di indossare guanti di lattice. È stato contagiato da un paziente.,PLAUS_NOCONN,contagiato
SR2a_45,45,178,Stefano ha fatto domanda per una scuola di legge. Aveva buoni voti e ottime raccomandazioni. La scuola ha rifiutato la sua domanda.,IMPLAUS_NOCONN,rifiutato
SR2a_46,46,183,"Caterina stava preparando una limonata quel pomeriggio. Aveva aggiunto meno zucchero rispetto alla ricetta richiesta. Tuttavia, la limonata aveva un sapore troppo aspro per tutti.",IMPLAUS_CONN,aspro
SR2a_47,47,188,"Gli amici di Tamara l'hanno portata al cinema. Era una commedia romantica. Tuttavia, Tamara rimase molto spaventata dal film.",PLAUS_CONN,spaventata
SR2a_48,48,189,Donata era un'inquilina irresponsabile. Non era riuscita a pagare l'affitto. Il padrone di casa l'aveva sfrattata dall'edificio.,PLAUS_NOCONN,sfrattata
SR2a_49,49,194,Il comico era brillante quella notte. Fece una performance eccezionale. Il pubblico lo fischiava senza sosta.,IMPLAUS_NOCONN,fischiava
SR2a_50,50,199,"Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie gli trovarono un'arma addosso. Tuttavia, il passeggero fu subito arrestato come terrorista.",IMPLAUS_CONN,arrestato
SR2a_51,51,204,"Giulia era tornata dalla montagna con il raffreddore. Non volle prendere lo sciroppo per la tosse. Tuttavia, si sentì subito meglio poco dopo.",PLAUS_CONN,meglio
SR2a_52,52,205,Il dipendente aveva lavorato per l'azienda per molti anni. È stato sorpreso a fare uso di droghe. È stato licenziato dalla società.,PLAUS_NOCONN,licenziato
SR2a_53,53,210,Edoardo era un giovane cantante pop. La sua nuova canzone non aveva molti download. Era stata un successo alla radio.,IMPLAUS_NOCONN,successo
SR2a_54,54,215,"L'uomo era sulla cinquantina. La sua pelle era rugosa e grigia. Tuttavia, si vide molto vecchio guardandosi allo specchio.",IMPLAUS_CONN,vecchio
SR2a_55,55,220,"Marta voleva tingersi i capelli. Il parrucchiere fece un ottimo lavoro. Tuttavia, Marta era davvero scontenta del risultato.",PLAUS_CONN,scontenta
SR2a_56,56,221,Alice stava tornando a casa dal lavoro di notte. Uno sconosciuto la stava seguendo. Si era sentita nervosa per tutto il tragitto.,PLAUS_NOCONN,nervosa
SR2a_57,57,226,Andrea era diventato pigro. Aveva smesso di andare in palestra. Diventò davvero muscoloso quell'inverno.,IMPLAUS_NOCONN,muscoloso
SR2a_58,58,231,"Alla squadra di casa mancava solo un punto in più per vincere. Il giocatore realizzò il tiro libero all'ultimo secondo. Tuttavia, la squadra di casa vinse quella partita.",IMPLAUS_CONN,vinse
SR2a_59,59,236,"Il condannato a morte ha impugnato il verdetto. Non erano emerse altre prove nel caso. Tuttavia, è stato liberato dopo il procedimento.",PLAUS_CONN,liberato
SR2a_60,60,237,Tommaso ha dormito profondamente la notte scorsa. Ha bevuto del caffè stamattina. Si sentiva sveglio e pieno di energie al lavoro.,PLAUS_NOCONN,sveglio
SR2a_61,61,242,Maria aveva messo in valigia un cappotto invernale per il viaggio a Chicago. Le temperature erano meno rigide del previsto. Ha avuto freddo tutto il tempo.,IMPLAUS_NOCONN,freddo
SR2a_62,62,247,"Molte persone nell'ufficio di Joanna avevano avuto l'influenza. Era un po' raffreddata dopo il lavoro martedì. Tuttavia, il giorno dopo si sentiva malissimo ed è rimasta a casa.",IMPLAUS_CONN,malissimo
SR2a_63,63,252,"Corinna si sentiva assonnata se non beveva caffè la mattina. Non ne aveva bevuto quel giorno. Tuttavia, era molto agitata durante l'incontro.",PLAUS_CONN,agitata
SR2a_64,64,253,Marco aveva perso il suo autobus. Era stato costretto ad andare al lavoro a piedi. Giunse in ritardo per l'incontro.,PLAUS_NOCONN,ritardo
SR2a_65,65,258,Giovanni stava facendo domanda per un lavoro. Aveva diverse qualifiche importanti. Era ormai disoccupato da più di un anno.,IMPLAUS_NOCONN,disoccupato
SR2a_66,66,263,"A Pietro piaceva il cibo spazzatura. Non amava mangiare sano. Tuttavia, mangiava spesso patatine a pranzo e cena.",IMPLAUS_CONN,patatine
SR2a_67,67,268,"Alice era stata attenta al suo maglione di lana. Lo aveva lavato a secco. Tuttavia, il maglione si era ristretto dopo la lavata.",PLAUS_CONN,ristretto
SR2a_68,68,269,Amanda è andata dal parrucchiere. I parrucchieri hanno fatto un ottimo lavoro. Era bellissima mentre lasciava il negozio.,PLAUS_NOCONN,bellissima
SR2a_69,69,274,Maria stava organizzando un cocktail party. Era stata troppo occupata per pulire la casa prima della festa. La casa era magnifica durante la festa.,IMPLAUS_NOCONN,magnifica
SR2a_70,70,279,"Giovanni ha inviato un articolo di ricerca a un giornale. I revisori hanno mandato recensioni molto positive. Tuttavia, l'articolo è stato accettato per la pubblicazione.",IMPLAUS_CONN,accettato
SR2a_71,71,284,"Giovanni ha avuto delle vacanze davvero eccitanti. Ha visitato un sacco di posti fantastici coi suoi amici. Tuttavia, da inizio ferie si era annoiato ogni giorno.",PLAUS_CONN,annoiato
SR2a_72,72,285,Giovanni si era fermato a prendere un caffè al bar. L'ha ordinato con zucchero e panna extra. Aveva un sapore molto dolce per lui.,PLAUS_NOCONN,dolce
SR2a_73,73,290,L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era calma e poco profonda. L'uomo è annegato prima di riuscire ad attraversare.,IMPLAUS_NOCONN,annegato
SR2a_74,74,295,"Susanna è andata a correre. Ha sudato parecchio. Tuttavia, ha fatto una doccia appena tornata a casa.",IMPLAUS_CONN,doccia
SR2a_75,75,300,"Davide portava sempre rispetto ai suoi insegnanti. Si è sempre comportato benissimo in classe. Tuttavia, è stato sospeso per volere del preside.",PLAUS_CONN,sospeso
SR2a_76,76,301,L'imputato si dichiarava innocente. La giuria ha deciso a suo favore. L'imputato fu liberato il giorno successivo.,PLAUS_NOCONN,liberato
SR2a_77,77,306,Il mago stava eseguendo trucchi. Aveva sbagliato il numero del coniglio. Tutti rimasero incantati dalla performance.,IMPLAUS_NOCONN,incantati
SR2a_78,78,311,"A Gianni è stato vietato di guardare film violenti. Ha guardato un film di sparatorie. Tuttavia, i suoi genitori gli hanno proibito la televisione.",IMPLAUS_CONN,proibito
SR2a_79,79,316,"Giliana si abbronzava spesso. Aveva messo la crema solare in spiaggia. Tuttavia, si è presa una scottatura lunedì scorso.",PLAUS_CONN,scottatura
SR2a_80,80,317,Il soldato era stato colpito al petto. Non c'era nessun medico nelle vicinanze. Il soldato era morto pochi minuti dopo.,PLAUS_NOCONN,morto
SR2b_01,81,322,Angela ha chiamato suo padre sul cellulare. Il segnale era ottimo. La voce di suo padre era confusa e indistinta.,IMPLAUS_NOCONN,confusa
SR2b_02,82,327,"La zona era controllata dalla mafia. Il proprietario del negozio si è rifiutato di pagarli. Tuttavia, il suo negozio è stato attaccato quella notte.",IMPLAUS_CONN,attaccato
SR2b_03,83,332,"Fu scoperto che l'atleta non aveva mai assunto steroidi. I test mostrarono che era pulito. Tuttavia, il Comitato Olimpico lo ha bandito per 10 anni.",PLAUS_CONN,bandito
SR2b_04,84,333,L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer ha mostrato che si sbagliava. Era molto abbattuto per questo.,PLAUS_NOCONN,abbattuto
SR2b_05,85,338,Cominciarono a circolare voci sulla corruzione del governatore. Il procuratore federale dichiarò che risultava innocente dalle indagini. Il governatore si dimise dall'incarico.,IMPLAUS_NOCONN,dimise
SR2b_06,86,343,"Laura ha messo la torta in forno. L'ha cotta per oltre mezz'ora. Tuttavia, la torta si è bruciata in forno.",IMPLAUS_CONN,bruciata
SR2b_07,87,348,"A Claudia piace suonare la batteria nel suo appartamento. I vicini adorano sentirla suonare. Tuttavia, si sono lamentati con il padrone di casa.",PLAUS_CONN,lamentati
SR2b_08,88,349,Il ponte aveva più di cento anni. La fondazione era stata recentemente danneggiata. Gli ispettori statali lo hanno ritenuto poco sicuro per l'uso.,PLAUS_NOCONN,sicuro
SR2b_09,89,354,L'esaminatore di guida è stato molto severo. Aveva notato che Bernardo aveva commesso diversi errori. Bernardo ha superato il test quel giorno.,IMPLAUS_NOCONN,superato
SR2b_10,90,359,"Gianna è una grande fan della musica classica. Ha comprato il biglietto più costoso per il concerto di venerdì. Tuttavia, ha un posto in platea vicino al palco.",IMPLAUS_CONN,platea
SR2b_11,91,364,"L'auto della polizia era seduta lungo la strada. Il rilevatore ha detto che l'auto stava andando entro i limiti. Tuttavia, il poliziotto ha fermato l'autista.",PLAUS_CONN,fermato
SR2b_12,92,365,Michela stava invecchiando. La sua crema antietà era inutile. La sua faccia era rugosa e secca.,PLAUS_NOCONN,rugosa
SR2b_13,93,370,"Il bambino è stato messo a dormire nella sua culla. Aveva dormito tranquillamente tutta la notte. La mattina dopo, i suoi genitori erano esausti e irritabili.",IMPLAUS_NOCONN,esausti
SR2b_14,94,375,"L'uragano aveva colpito l'isola. Gli argini si sono rotti con l'innalzamento del livello del mare. Tuttavia, le strade sono state allagate per giorni.",IMPLAUS_CONN,allagate
SR2b_15,95,380,"Le previsioni del tempo hanno mostrato brutto tempo per il fine settimana di vacanza. Molte persone hanno deciso di restare a casa. Tuttavia, le autostrade erano bloccate per chilometri.",PLAUS_CONN,bloccate
SR2b_16,96,381,I residenti della città costiera hanno ascoltato le notizie dell'uragano. La tempesta sarebbe giunta proprio sopra la loro città. Gli è stato consigliato di evacuare immediatamente.,PLAUS_NOCONN,evacuare
SR2b_17,97,386,Clara stava andando piano nella tempesta di ghiaccio. Era concentrata sul mantenere il controllo del mezzo. L'auto si è schiantata contro un albero.,IMPLAUS_NOCONN,schiantata
SR2b_18,98,391,"L'uomo è rimasto fuori tutta la notte. Ha preso un terribile raffreddore. Tuttavia, la mattina dopo aveva tosse e naso che cola.",IMPLAUS_CONN,tosse
SR2b_19,99,396,"L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. Tuttavia, i passeggeri iniziarono a brontolare rumorosamente.",PLAUS_CONN,brontolare
SR2b_20,100,397,L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Dopo rimase in ospedale per un po' di tempo.,PLAUS_NOCONN,ospedale
SR2b_21,101,402,Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. I clienti sono rimasti soddisfatti delle sue predizioni.,IMPLAUS_NOCONN,soddisfatti
SR2b_22,102,407,"Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Tuttavia, ha ordinato un whisky e una bibita.",IMPLAUS_CONN,whisky
SR2b_23,103,412,"L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Tuttavia, il livello di alcol nel sangue del conducente era superiore al limite legale.",PLAUS_CONN,superiore
SR2b_24,104,413,L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Si fece fare una cresta mohawk al salone.,PLAUS_NOCONN,cresta
SR2b_25,105,418,I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Erano pieni di lividi il ??giorno successivo.,IMPLAUS_NOCONN,lividi
SR2b_26,106,423,"Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Tuttavia, decise di mangiare un panino in cucina.",IMPLAUS_CONN,panino
SR2b_27,107,428,"Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. Tuttavia, i suoi profitti erano enormi ogni estate.",PLAUS_CONN,enormi
SR2b_28,108,429,Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Si è poi tagliato il dito.,PLAUS_NOCONN,tagliato
SR2b_29,109,434,Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Si era perso per la strada.,IMPLAUS_NOCONN,perso
SR2b_30,110,439,"Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Tuttavia, il Presidente respinse la misura.",IMPLAUS_CONN,respinse
SR2b_31,111,444,"Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Tuttavia, il regista gli ha chiesto di unirsi al gruppo.",PLAUS_CONN,unirsi
SR2b_32,112,445,Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Ha finito per accompagnare tutti a casa.,PLAUS_NOCONN,accompagnare
SR2b_33,113,450,I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. La gente esultava per le strade.,IMPLAUS_NOCONN,esultava
SR2b_34,114,455,"L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tuttavia, tutti erano spaventati dalla notizia.",IMPLAUS_CONN,spaventati
SR2b_35,115,460,"Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Tuttavia, era davvero affamato quando venne sera.",PLAUS_CONN,affamato
SR2b_36,116,461,La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Ha ballato come una professionista al ricevimento.,PLAUS_NOCONN,professionista
SR2b_37,117,466,Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Li ha voluti restituire immediatamente.,IMPLAUS_NOCONN,restituire
SR2b_38,118,471,"Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Tuttavia, il bambino si è calmato molto presto. ",IMPLAUS_CONN,calmato
SR2b_39,119,476,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Tuttavia, le scuole erano chiuse quel giorno.",PLAUS_CONN,chiuso
SR2b_40,120,477,Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. È stata condannata dalla giuria.,PLAUS_NOCONN,condannata
SR2b_41,121,482,Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. È diventato ricco grazie al caso.,IMPLAUS_NOCONN,ricco
SR2b_42,122,487,"C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. Tuttavia, la polizia lo ha identificato facilmente.",IMPLAUS_CONN,identificato
SR2b_43,123,492,"L'adolescente stava facendo una presentazione. Era una persona molto sicura di sé. Tuttavia, durante la sessione delle domande era arrossito visibilmente.",PLAUS_CONN,arrossito
SR2b_44,124,493,Alice si sta allenando per la stagione calcistica. Lunedì si è davvero sovraccaricata con gli esercizi. Il giorno dopo era dolorante dappertutto.,PLAUS_NOCONN,dolorante
SR2b_45,125,498,Pioveva da una settimana. La pioggia aveva reso il terreno molto fangoso. I bambini hanno passato la ricreazione in cortile quel giorno.,IMPLAUS_NOCONN,cortile
SR2b_46,126,503,"Giovanna aveva deciso di restituire le scarpe che aveva appena comprato. Erano ancora nuove di zecca e lei aveva lo scontrino. Tuttavia, il negozio le ha rimborsato i soldi.",IMPLAUS_CONN,rimborsato
SR2b_47,127,508,"L'edificio del condominio si trovava in un quartiere molto malfamato. La polizia di rado pattugliava la zona. Tuttavia, i residenti si sentivano sicuri vivendo lì.",PLAUS_CONN,sicuri
SR2b_48,128,509,L'amministratore delegato aveva programmato un incontro con i direttori di filiale della California. Ha perso l'ultimo volo della giornata. La riunione è stata annullata e riprogrammata.,PLAUS_NOCONN,annullata
SR2b_49,129,514,"Per ottenere un lavoro come avvocato, Cristiano doveva superare l'esame di avvocato. Aveva appena superato l'esame ad aprile. Cristiano era preoccupato per la sua carriera.",IMPLAUS_NOCONN,preoccupato
SR2b_50,130,519,"Gilda vive nel cuore della città. La finestra della sua camera da letto si affaccia sulla strada. Tuttavia, di notte può sentire il traffico che passa.",IMPLAUS_CONN,traffico
SR2b_51,131,524,"Il Senato stava discutendo il nuovo disegno di legge del Presidente. La maggior parte dei membri del Congresso lo approvavano. Tuttavia, il disegno di legge è fallito venerdì.",PLAUS_CONN,fallito
SR2b_52,132,525,Le collane sono state realizzate da artisti provenienti da molti paesi diversi. Tutti hanno impresso il loro stile inconfondibile. Ogni pezzo è unico e prezioso.,PLAUS_NOCONN,unico
SR2b_53,133,530,Il dirigente restava alla scrivania a lavorare. Il suo medico lo aveva esortato a fare più esercizio. Decise di dormire di più ogni giorno.,IMPLAUS_NOCONN,dormire
SR2b_54,134,535,"Giovanni ha un talento naturale per la matematica. Nella lezione di oggi il professore ha spiegato un nuovo concetto. Tuttavia, Giovanni lo ha trovato semplice da capire.",IMPLAUS_CONN,semplice
SR2b_55,135,540,"La senatrice si recò in viaggio con la sua guardia del corpo. Era in una zona sicura. Tuttavia, è stata poi rapita da due criminali.",PLAUS_CONN,rapita
SR2b_56,136,541,C'è stato un pericoloso incendio nella cucina del ristorante. Il camion dei pompieri si è presentato troppo tardi. La maggior parte degli avventori si sono ustionati mentre cercavano di scappare.,PLAUS_NOCONN,ustionati
SR2b_57,137,546,Giovanna era andata al cinema per vedere il nuovo film. Ha comprato l'ultimo biglietto disponibile. Si è sentita molto sfortunata ed è andata a casa.,IMPLAUS_NOCONN,sfortunata
SR2b_58,138,551,"Melinda e suo marito sono andati a cena al ristorante di pesce. Adorano i molluschi. Tuttavia, Melinda ha ordinato ostriche per cena.",IMPLAUS_CONN,ostriche
SR2b_59,139,556,"Matteo doveva consegnare l'articolo mercoledì. Aveva iniziato a scriverlo presto. Tuttavia, ha consegnato l'articolo in ritardo all'insegnante.",PLAUS_CONN,ritardo
SR2b_60,140,557,Kevin è un modello professionista. È a dieta tutti i giorni. È davvero magro come una stecco.,PLAUS_NOCONN,magro
SR2b_61,141,562,Licia adora il suo attuale lavoro. Ha ricevuto un'offerta più bassa da un'altra società. Ha deciso di accettare la loro offerta.,IMPLAUS_NOCONN,accettare
SR2b_62,142,567,"Daniele ha indossato un vestito nuovo per il colloquio. Lo ha abbinato con una bella cravatta. Tuttavia, sembrava molto professionale durante il colloquio.",IMPLAUS_CONN,professionale
SR2b_63,143,572,"Giacomo e altri cinque amici stavano viaggiando insieme. Affittarono una piccola auto per il viaggio. Tuttavia, erano tutti molto comodi durante il viaggio.",PLAUS_CONN,comodi
SR2b_64,144,573,Anna ha appena avuto un grosso aumento di stipendio. Ora può permettersi quasi tutto ciò che vuole. Ha comprato un regalo molto costoso per la sua amica.,PLAUS_NOCONN,costoso
SR2b_65,145,578,Jessica aveva chiesto una bicicletta per Natale. I suoi genitori invece le hanno regalato una bambola. Jessica era molto felice per il regalo.,IMPLAUS_NOCONN,felice
SR2b_66,146,583,"Donato ha fatto rimuovere un neo da un chirurgo. È stata una procedura facile. Tuttavia, l'operazione è stata un successo quel giorno",IMPLAUS_CONN,successo
SR2b_67,147,588,"Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Tuttavia, era circondato dalle critiche tutto il tempo.",PLAUS_CONN,critiche
SR2b_68,148,589,Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. In questi giorni va sulle piste il più spesso possibile.,PLAUS_NOCONN,piste
SR2b_69,149,594,Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. La sua cucina era in disordine tutto il tempo.,IMPLAUS_NOCONN,disordine
SR2b_70,150,599,"Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",IMPLAUS_CONN,carabinieri
SR2b_71,151,604,"Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Tuttavia, il gocciolamento è cessato molto presto.",PLAUS_CONN,cessato
SR2b_72,152,605,L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football. Tutti pensavano che il suo look fosse appropriato per l'occasione.,PLAUS_NOCONN,appropriato
SR2b_73,153,610,Luca è poco socievole. Resta sempre a casa dopo il lavoro. Ha passato ogni fine settimana a festeggiare da qualche parte.,IMPLAUS_NOCONN,festeggiare
SR2b_74,154,615,"Elena ha estratto i denti del giudizio dal dentista. La sua bocca era molto dolorante dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",IMPLAUS_CONN,antidolorifici
SR2b_75,155,620,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che era allergica ai fiori. Tuttavia, aveva comprato delle rose per lei.",PLAUS_CONN,rose
